0.333,0.514,0.699,0.787,1.028,1.102,1.584,1.664,2.023,2.282,2.601,
3.079,4.052,4.65,4.941,4.991,5.054,5.127,5.323,5.379,5.448,
5.54,5.552,5.718,6.177,6.443,6.562,6.601,6.708,7.145,7.379,
7.674,7.737,7.966,8.076,8.359,8.779,9.072,9.237,9.323,9.415,
9.51,9.892,10.15,10.182,10.237,10.282,10.387,10.682,10.847,10.906,
11.067,11.104,11.403,11.675,11.793,12.065,12.203,12.264,12.354,12.475,
12.699,12.792,13.032,13.191,13.273,13.3,13.337,13.768,13.924,14.226,
14.706,15.846,16.316,16.867,16.906,16.971,17.255,17.274,17.597,18.055,
18.97,19.007,19.275,19.392,19.62,19.666,19.944,19.965,20.855,21.628,
21.682,21.734,21.961,22.01,22.067,22.154,22.605,22.793,22.863,23.065,
23.144,23.169,23.178,23.304,23.321,23.451,23.58,23.595,23.931,24.174,
24.246,24.411,24.642,24.755,24.768,25.153,25.289,26.703,27.765,28.022,
28.03,28.282,28.735,29.126,29.141,29.455,30.5,30.553,30.769,30.783,
30.828,30.934,31.069,31.249,31.472,32.684,32.745,33.168,33.353,33.831,
34.097,34.135,34.434,34.505,34.579,34.995,35.447,35.481,35.643,35.693,
35.739,35.771,35.803,35.98,36.068,36.173,36.446,36.605,36.667,37.425,
38.452,38.51,38.694,38.696,39.266,39.42,40.424,40.684,40.744,40.878,
41.518,41.581,41.829,42.191,42.272,42.38,42.618,42.681,42.842,43.378,
43.466,43.829,44.016,44.238,44.348,44.405,44.694,44.847,45.057,45.46,
45.709,45.819,46.179,46.609,46.815,46.82,46.851,47.959,48.529,48.755,
49.15,49.549,50.111,50.564,51.127,51.146,51.838,52.023,52.162,52.457,
52.502,52.53,52.619,52.868,53.25,53.287,53.492,54.211,54.222,54.66,
54.747,54.767,54.818,54.955,54.983,55.079,55.246,55.524,55.991,56.036,
56.195,56.199,56.42,56.425,56.443,56.706,56.722,57.066,57.701,57.795,
58.084,58.74,58.969,59.34,59.66,59.906,60.092,60.965,61.118,61.257,
61.563,61.931,62.455,63.597,64.002,64.115,64.16,64.689,65.228,65.555,
65.561,65.606,66.098,66.133,66.333,66.382,66.499,66.846,66.962,67.265,
67.494,67.519,67.653,67.784,68.006,68.179,68.504,68.541,68.934,69.088,
69.243,69.344,69.46,69.737,69.89,69.962,70.037,70.087,70.197,70.203,
70.304,70.609,70.702,70.747,71.118,71.373,71.474,71.523,71.766,72.182,
72.241,72.245,72.344,73.094,73.151,73.312,73.371,73.782,73.956,74.221,
74.381,74.764,74.854,74.926,75.029,75.035,75.071,75.157,75.471,75.477,
75.773,75.826,76.334,76.525,76.689,76.768,76.788,77.495,77.924,77.983,
78.052,78.583,78.734,79.088,79.344,79.684,80.005,80.053,80.16,80.693,
80.999,81.299,81.375,81.867,81.929,81.942,82.013,82.04,82.579,82.662,
82.774,83.025,83.105,83.615,84.02,84.103,84.537,85.439,85.594,86.006,
86.045,86.182,86.643,88.338,88.826,89.344,89.368,90.001,90.258,90.489,
90.551,90.614,91.332,91.725,91.835,92.228,92.976,92.978,92.98,93.014,
93.2,93.277,93.309,93.313,93.338,93.404,93.471,93.545,93.79,93.801,
93.917,94.131,94.347,94.425,94.513,94.991,95.314,95.657,95.747,95.794,
96.059,96.54,96.608,96.704,96.949,97.189,98.464,98.728,98.945,99.109,
99.116,99.179,99.684,99.743,99.873,99.928,
